ob_id,pl_name,pl_name_de,pl_name_v,pl_type,material,patronage,kind,title,denom,name,source,pal_name,deanery,adeaconry,diocese,metropoly,parish,type
18 078,Kośnica Mała,,Kuśniczka,wieś,dr,s,,OpNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 115; Socjografia, s. 44 (Kuśniczka).",brac,Jampol,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
18 656,Zielenianka,,,wieś,dr,s,,Jan Ew,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 149; Socjografia, s. 45; SG. XIV, s. 591 (cerkiew Św. Trójcy wzniesiona w 1749 r.)",brac,Jampol,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
18 120,Krzykliwiec Wielki,,Krzykliwiec Wołoski,wieś,dr,s,,OfNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 117; Socjografia, s. 44.",brac,Jampol,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
18 119,Krzykliwiec Mały,,Krzykliwiec Ruski,wieś,dr,s,,,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 117; Socjografia, s. 44.",brac,Jampol,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
18 367,Popieluchy,,Popielówka,wieś,mr,s,,Demetriusz M,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 132; Socjografia, s. 44.",brac,Jampol,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
18 128,Kukuły,,,wieś,mr,s,,Michał A,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 118; Socjografia, s. 44.",brac,Jampol,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
17 962,Humań,,Umań,miasto,dr,s,,Michał A,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 109; Socjografia, s. 42.",brac,Humań,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
18 452,Sinica,,"Sinica, k. Humania",wieś,dr,s,,Jan Ew,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 136; Socjografia, s. 41.",brac,Humań,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
18 311,Pałanka,,"Polanka, Pałanka, k. Humania",wieś,dr,s,,Mikołaj Bp,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 129; Socjografia, s. 41.",brac,Humań,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
2 973,Sokołówka,,,miasto,mr,d,,Św. Trójca,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 377.",rus,Rohatyn,Lwów,Lwów,Lwów,,świątynia główna
18 301,Ositna,,Osieczna,wieś,dr,s,,PKrzyża Św,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 128; Socjografia, s. 41.",brac,Humań,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
17 867,Czerniatka,,Czarna,wieś,dr,s,,WnNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 103; Socjografia, s. 79 (prawdopodobnie jako Czarna).",brac,Teplik,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
18 190,Łozowata,,"Łozowata, k. Hajsyna",wieś,dr,s,,Prakseda PM,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 121; Socjografia, s. 79.",brac,Teplik,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
17 887,Diakówka,,,wieś,dr,s,,NarNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 104; Socjografia, s. 79.",brac,Teplik,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
17 773,Berezówka,,"Berezówka, k. Hajsyna",wieś,dr,s,,Jan Ew,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 96; Socjografia, s. 79.",brac,Teplik,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
23 132,Taszlik Krzywy,,Taszlik Wyższy,wieś,,s,,,Kościół katolicki ob. greckiego,,"Socjografia, s. 80.",brac,Teplik,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
12 328,Pełża,,,wieś,dr,s,,NarNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 287.",woł,,,Łuck,Kijów-Wilno,,świątynia główna
7 443,Chodów,,,wieś,dr,d,zak,Jan Ch,Kościół katolicki ob. łacińskiego,Bożogrobcy,"Litak 1996, s. 227.",kr,Skała,Kraków,Kraków,Gniezno,,świątynia główna
8 900,Rejów,,Ruda Siekliny,wieś,,,,,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 216.",san,Kunów,Kielce Pr,Kraków,Gniezno,Skarżysko Kościelne,świątynia pomocnicza
8 157,Witkowice,,,wieś,mr,d,,Maria Magdalena,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 228.",kr,Skała,Kraków,Kraków,Gniezno,Zielonki,świątynia pomocnicza
7 475,Giebułtów,,,wieś,mr,d-s,,Idzi O,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 227.",kr,Skała,Kraków,Kraków,Gniezno,,świątynia główna
7 814,Zadroże,,,wieś,dr,d,,Marcin Bp,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 227.",kr,Skała,Kraków,Kraków,Gniezno,,świątynia główna
22 565,Imbramowice,,,wieś,,,zak,Piotr i Paweł AAp,Kościół katolicki ob. łacińskiego,Norbertanki (Ordo Monialium Premonstratensis),"Litak 1996, s. 537.",kr,Skała,Kraków,Kraków,Gniezno,,świątynia pomocnicza
8 559,Mirzec,,"Mierc, Mircz",wieś,dr,d,,Leonard O,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 215.",san,Kunów,Kielce Pr,Kraków,Gniezno,,świątynia główna
18 558,Teplik,,,miasto,dr,s,,OpNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 143; Socjografia, s. 80; SG. XII, s. 300 (NarNMP w 1813 r.)",brac,Teplik,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
18 528,Szlachowa,,Szlakowa,wieś,dr,s,,Michał A,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 141; Socjografia, s. 80 (Szlakowa).",brac,Teplik,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
23 211,Czetwertynowska Słoboda,,Czetwertynówka,wieś,dr,s,,Mikołaj Bp,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 103 (Czetwertynówka); Socjografia, s. 19.",brac,Berszada,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
18 493,Stawki,,"Stawki, k. Hajsyna",wieś,dr,s,,NarNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 139; Socjografia, s. 80.",brac,Teplik,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
18 643,Zajaczkówka,,Zajączkówka,wieś,dr,s,,Św. Trójca,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 148; Socjografia, s. 81 (Zajączkówka).",brac,Teplik,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
17 793,Gordyówka,,"Hordijówka, Gordyjówka",wieś,,s,,Demetriusz M,Kościół katolicki ob. greckiego,,"Socjografia, s. 19 (Gordyjowka); SG. II, s. 704.",brac,Berszada,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
23 113,Batoh,,"Batog, Batów",wieś,,,,,Kościół katolicki ob. greckiego,,"Socjografia, s. 19 (Batów).",brac,Berszada,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
18 110,Kruszynówka,,Kruszanówka,wieś,dr,s,,Prakseda PM,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 117; Socjografia, s. 20; SG. IV, s. 742 (NMPR).",brac,Berszada,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
18 511,Sumówka,,Somowka,wieś,dr,s,,OpNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 140; Socjografia, s. 21 (Somowka); SG. XI, s. 587 (NPNMP w 1789 r.).",brac,Berszada,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
18 035,Kitajgród,,"Kitajgród, k. Bracławia",wieś,dr,s,,Jan Ew,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 113; Socjografia, s. 55.",brac,Komargród,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
18 053,Kodyma,,,miasto,dr,s,,PKrzyża Św,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 114; Socjografia, s. 71.",brac,Raszków,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
18 403,Romanówka,,"Romanówka, k. Humania",wieś,dr,s,,WnNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 134; Socjografia, s. 75.",brac,Sokołówka,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
8 870,Ostałówek,,Ostałów Mniejszy,wieś,mr,,,Jan Ch,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 212.",san,Radom,Kielce Dz,Kraków,Gniezno,Wysoka,świątynia pomocnicza
8 836,Krzyżanowice,,,wieś,dr,,,Otylia PM,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 216.",san,Kunów,Kielce Pr,Kraków,Gniezno,Krzyżanowice,świątynia pomocnicza
8 823,Kazanów,,,miasto,dr,,,Małgorzata PM,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 214.",san,Zwoleń,Kielce Dz,Kraków,Gniezno,Kazanów,świątynia pomocnicza
8 813,Iłża,,,miasto,,,,Leonard O,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 215 (na cmentarzu).",san,Kunów,Kielce Pr,Kraków,Gniezno,Iłża,świątynia pomocnicza
8 630,Stary Radom,,Radom Stary,wieś,mr,d,obsł. zak,Wacław KrM,Kościół katolicki ob. łacińskiego,Benedyktyni,"Litak 1996, s. 212 (Radom Stary, parafia obsługiwana przez benedyktynów z Sieciechowa).",san,Radom,Kielce Dz,Kraków,Gniezno,,świątynia główna
8 741,Wysoka,,,wieś,dr,s,,Mikołaj Bp,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 212.",san,Radom,Kielce Dz,Kraków,Gniezno,,świątynia główna
5 439,Wołcniów,,,wieś,dr,s,,NarNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 189.",rus,Rozdół,Lwów,Lwów,Kijów-Wilno,,świątynia główna
6 269,Weryń,,,wieś,dr,k,,NarPańskie,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 189 (s); Skoczylas, Oficjalat Lwów, s. 142.",rus,Rozdół,Lwów,Lwów,Kijów-Wilno,,świątynia główna
3 439,Chodorów,,,miasto,dr,k,,Kosma i Damian MM,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 188 (s); Duh, Pawlyszyn, Spis parafii 1782 r. (dek. Chodorów); Skoczylas, Oficjalat Lwów, s. 138.",rus,Rozdół,Lwów,Lwów,Kijów-Wilno,,świątynia główna
5 189,Ottyniowice,,,wieś,dr,k,,PKrzyża Św,Kościół katolicki ob. greckiego,,"Budzyński, Struktura, s. 138; Kołbuk 1998, s. 191 (dek. Strzeliska, s); Duh, Pawlyszyn, Spis parafii 1782 r. (dek. Chodorów); Skoczylas, Oficjalat Lwów, s. 141.",rus,Rozdół,Lwów,Lwów,Kijów-Wilno,,świątynia główna
6 258,Ruda,,,wieś,dr,s,,Ścięcie Głowy Jana Ch,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 189; Duh, Pawlyszyn, Spis parafii 1782 r. (dek. Chodorów); Skoczylas, Oficjalat Lwów, s. 141.",rus,Rozdół,Lwów,Lwów,Kijów-Wilno,,świątynia główna
4 891,Żyrawa,,,wieś,dr,s,,Sobór Michała A,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 189 (Michał A); Skoczylas, Oficjalat Lwów, s. 143.",rus,Rozdół,Lwów,Lwów,Kijów-Wilno,,świątynia główna
12 123,Maniewicze,,,wieś,,,,,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 283.",woł,,,Łuck,Kijów-Wilno,,świątynia główna
6 188,Rozhadów,,,wieś,dr,k,,Prakseda PM,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 186 (s); Skoczylas, Oficjalat Brzeżany, s. 78.",rus,Pomorzany,Brzeżany,Lwów,Kijów-Wilno,,świątynia główna
4 444,Daszawa,,,wieś,dr,k,,Ucieczka do Egiptu NMP,Kościół katolicki ob. greckiego,,"Budzyński, Ludność, II, s. 117; Kołbuk 1998, s. 267.",rus,Stryj,,Przemyśl,Kijów-Wilno,,świątynia główna
4 436,Chodowice,,,wieś,dr,d,,Michał A,Kościół katolicki ob. greckiego,,"Budzyński, Ludność, II, s. 105; Kołbuk 1998, s. 267.",rus,Stryj,,Przemyśl,Kijów-Wilno,,świątynia główna
9 261,Karpowicze,,,miasto,dr,s,,WnNMP,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 307.",podl,Augustów,,Wilno,Gniezno,,świątynia główna
4 971,Lisko,,,wieś,dr,s,,Sobór NMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 181; Skoczylas, Oficjalat Lwów, s. 127.",rus,Kamionka Strumiłowa,Lwów,Lwów,Kijów-Wilno,,świątynia główna
23 979,Krasnopuszcza,,,wieś,,,zak,NarJana Ch,Kościół katolicki ob. greckiego,Bazylianie,"Kołbuk 1998, s. 186 (OpNMP, podaje także parafię pod tym wezwaniem w tej miejscowości, ale poddaje ją w wątpliwość Budzyński, Struktura, s. 137); Duh, Pawlyszyn, Spis parafii 1782 r.; Skoczylas, Oficjalat Brzeżany, s. 80 (poddaje w wątpliwość istnienie tej cerkwi).",rus,Pomorzany,Brzeżany,Lwów,Kijów-Wilno,,świątynia główna
6 201,Bohutyn,,,wieś,dr,s,,Jan Ew,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 186.",rus,Pomorzany,Brzeżany,Lwów,Kijów-Wilno,,świątynia główna
12 241,Nowosielica Łabuńska,,Nowosielica,wieś,dr,,,NarNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 285; Kondratiuk, Dżereła z istorii, 1791-1792 r. (dek. Łabuń)",woł,,,Łuck,Kijów-Wilno,,świątynia główna
6 253,Stratyn Wieś,,Stratyn Stary,wieś,dr,s,,Aleksy W,Kościół katolicki ob. greckiego,,"Budzyński, Struktura, s. 136; Kołbuk 1998, s. 187 (Stratyn Stary, dek. Rohatyn); Skoczylas, Niedatowanyj rejestr, s. 557; Duh, Pawlyszyn, Spis parafii 1782 r. (Demetriusz M, dek. Rohatyn); Skoczylas, Oficjalat Brzeżany, s. 68.",rus,Dunajów,Brzeżany,Lwów,Kijów-Wilno,,świątynia główna
2 752,Drohobycz,,,miasto,mr,k,,"WnNMP, Św. Krzyż, Bartłomiej Ap",Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 405.",rus,Sambor,Przemyśl,Przemyśl,Lwów,,świątynia główna
4 890,Olchowiec,,,wieś,dr,s,,Sobór Jana Ch,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 174 (Jan Ch); Skoczylas, Oficjalat Brzeżany, s. 59..",rus,Brzeżany,Brzeżany,Lwów,Kijów-Wilno,,świątynia główna
2 782,Horożanka,,,miasto,dr,s,,Św. Trójca,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 376.",rus,Konkolniki,Lwów,Lwów,Lwów,,świątynia główna
5 047,Suchodół,,,wieś,dr,s,,OpNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 173.",rus,Bóbrka,Lwów,Lwów,Kijów-Wilno,,świątynia główna
5 017,Siedliska,,,wieś,dr,s,,Przeniesienie Relikwi Mikołaja Bpa,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 173; Skoczylas, Niedatowanyj rejestr, s. 546; Duh, Pawlyszyn, Spis parafii 1782 r. (Mikołaj Bp); Skoczylas, Oficjalat Lwów, s. 110.",rus,Bóbrka,Lwów,Lwów,Kijów-Wilno,,świątynia główna
4 948,Zaszków,,,wieś,dr,s,,Prakseda PM,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 179; Skoczylas, Oficjalat Lwów, s. 126.",rus,Gołogóry,Lwów,Lwów,Kijów-Wilno,,świątynia główna
4 949,Majdan Gołogórski,,,wieś,dr,s,,Onufry P,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 179 (d); Skoczylas, Oficjalat Lwów, s. 124.",rus,Gołogóry,Lwów,Lwów,Kijów-Wilno,,świątynia główna
4 950,Łonie,,,wieś,dr,s,,NarPańskie,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 179.",rus,Gołogóry,Lwów,Lwów,Kijów-Wilno,,świątynia główna
5 021,Usznia,,,wieś,dr,s,,OfNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 171; Duh, Pawlyszyn, Spis parafii 1782 r. (dek. Złoczów); Skoczylas, Oficjalat Lwów, s. 107.",rus,Biały Kamień,Lwów,Lwów,Kijów-Wilno,,świątynia główna
5 239,Zalesie,,,wieś,dr,s,,Prakseda PM,Kościół katolicki ob. greckiego,,"Budzyński, Struktura, s. 134; Kołbuk 1998, s. 199; Duh, Pawlyszyn, Spis parafii 1782 r. (dek. Złoczów); Skoczylas, Oficjalat Lwów, s. 108.",rus,Biały Kamień,Lwów,Lwów,Kijów-Wilno,,świątynia główna
5 024,Pobocz,,,wieś,dr,s,,WnPańskie,Kościół katolicki ob. greckiego,,"Budzyński, Struktura, s. 140; Kołbuk 1998, s. 170 (dek. Biały Kamień); Skoczylas, Oficjalat Lwów, s. 154.",rus,Złoczów,Lwów,Lwów,Kijów-Wilno,,świątynia główna
4 118,Sasów,,,miasto,dr,s,,Mikołaj Bp,Kościół katolicki ob. greckiego,,"Budzyński, Struktura, s. 140; Kołbuk 1998, s. 170 (dek. Biały Kamień); Skoczylas, Oficjalat Lwów, s. 154.",rus,Złoczów,Lwów,Lwów,Kijów-Wilno,,świątynia główna
4 924,Horodyłów,,,wieś,dr,s,,PKrzyża Św,Kościół katolicki ob. greckiego,,"Budzyński, Struktura, s. 134; Kołbuk 1998, s. 170 (dek. Biały Kamień); Skoczylas, Oficjalat Lwów, s. 152.",rus,Złoczów,Lwów,Lwów,Kijów-Wilno,,świątynia główna
3 141,Złoczów,,Buczyna,miasto,,,kłs,Łazarz,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 375.",rus,Dunajów,Lwów,Lwów,Lwów,Złoczów,świątynia pomocnicza
2 920,Pomorzany,,Zarudka,miasto,mr,s,,"Boże Ciało, NMP, Wszyscy Św",Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 375.",rus,Dunajów,Lwów,Lwów,Lwów,,świątynia główna
5 532,Jasionowce,,"Jasienowce, Jasionowice",wieś,dr,s,,PPańskie,Kościół katolicki ob. greckiego,,"Budzyński, Struktura, s. 140 (Jasienowce); Kołbuk 1998, s. 198 (Jasionowice, dek. Złoczów); Duh, Pawlyszyn, Spis parafii 1782 r. (dek. Złoczów); Skoczylas, Oficjalat Lwów, s. 106.",rus,Biały Kamień,Lwów,Lwów,Kijów-Wilno,,świątynia główna
6 185,Snowicz,,,wieś,dr,s,,Mikołaj Bp,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 186.",rus,Pomorzany,Brzeżany,Lwów,Kijów-Wilno,,świątynia główna
6 193,Krasnosielce,,,wieś,dr,s,,PKrzyża Św,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 186.",rus,Pomorzany,Brzeżany,Lwów,Kijów-Wilno,,świątynia główna
4 401,Złoczów,,Buczyna,miasto,mr,s,,ZmPańskie,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 199; Skoczylas, Oficjalat Lwów, s. 155.",rus,Złoczów,Lwów,Lwów,Kijów-Wilno,,świątynia główna
2 712,Biały Kamień,,,miasto,mr,s,,WnNMP,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 375.",rus,Dunajów,Lwów,Lwów,Lwów,,świątynia główna
4 754,Zapytów,,,wieś,dr,s,,Sobór Michała A,Kościół katolicki ob. greckiego,,"Budzyński, Struktura, s. 137; Kołbuk 1998, s. 184 (dek. Lwów, Michał A); Skoczylas, Oficjalat Lwów, s. 132.",rus,Kulików,Lwów,Lwów,Kijów-Wilno,,świątynia główna
19 100,Horopaje,,"Ropaj, Ropowka",wieś,dr,s,,OpNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 108; Socjografia, s. 137 (prawdopodobnie jako Ropowka).",kij,Lubar,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
18 102,Krasnostawka,,,wieś,dr,s,,OpNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 117; Socjografia, s. 74.",brac,Sokołówka,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
3 650,Bartatów,,,wieś,dr,d,,Bazyli W,Kościół katolicki ob. greckiego,,"Budzyński, Struktura, s. 137; Kołbuk 1998, s. 185 (dek. Obroszyn)",rus,Lwów,Lwów,Lwów,Kijów-Wilno,,świątynia główna
6 401,Busk,,,miasto,mr,k,,"Stanisław Bp, Maria Magdalena",Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 378.",beł,Busk,Żółkiew,Lwów,Lwów,,świątynia główna
6 172,Zwertów,,,wieś,dr,d,,Symeon Słupnik,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 183.",rus,Kulików,Lwów,Lwów,Kijów-Wilno,,świątynia główna
6 230,Doroszów Mały,,,wieś,dr,s,,Mikołaj Bp,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 182.",rus,Kulików,Lwów,Lwów,Kijów-Wilno,,świątynia główna
6 120,Nowe Sioło,,,wieś,dr,k,,OpNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 183 (s, Mikołaj Bp); Skoczylas, Niedatowanyj rejestr, s. 549; Duh, Pawlyszyn, Spis parafii 1782 r.; Skoczylas, Oficjalat Lwów, s. 130.",rus,Kulików,Lwów,Lwów,Kijów-Wilno,,świątynia główna
4 621,Krzywice,,,wieś,dr,k,,Sobór Michała A,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 178 (s, Michał A); Skoczylas, Oficjalat Lwów, s. 121.",rus,Gliniany,Lwów,Lwów,Kijów-Wilno,,świątynia główna
4 587,Łahodów,,,wieś,dr,s,,Michał A,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 178.",rus,Gliniany,Lwów,Lwów,Kijów-Wilno,,świątynia główna
4 546,Połonice,,,wieś,dr,k,,Sobór Michała A,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 178 (s, Michał A); Skoczylas, Oficjalat Lwów, s. 122.",rus,Gliniany,Lwów,Lwów,Kijów-Wilno,,świątynia główna
4 539,Zadwórze,,,wieś,dr,k,,Sobór NMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 178 (s); Skoczylas, Oficjalat Lwów, s. 123.",rus,Gliniany,Lwów,Lwów,Kijów-Wilno,,świątynia główna
6 481,Busk,,,miasto,dr,k,,Mikołaj Bp,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 306.",beł,Busk,Bełz,Chełm,Kijów-Wilno,,świątynia główna
3 953,Olesko,,,miasto,,,,Mikołaj Bp,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 286.",rus,,,Łuck,Kijów-Wilno,,świątynia główna
5 818,Chwatów,,,wieś,dr,s,,OfNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 275.",rus,,,Łuck,Kijów-Wilno,,świątynia główna
5 815,Czyszki,,,wieś,dr,s,,Eliasz Pr,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 275.",rus,,,Łuck,Kijów-Wilno,,świątynia główna
9 940,Matwijkowce,,Matwijków,wieś,dr,s,,Michał A,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 229 (Matwijków, kam, k); Skoczylas, Oficjalat Kamieniec Podolski, s. 53.",pod,Gródek,Kamieniec Podolski,Lwów,Kijów-Wilno,,świątynia główna
5 054,Hanaczów,,"Hanaczówka Dolna, Chanaczów Dolny, Chanaczów Mniszy, Hanaczów Franciszkański",wieś,dr,d,,Sobór Jana Ch,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 172 (Hanaczówka Dolna); Duh, Pawlyszyn, Spis parafii 1782 r.; Skoczylas, Oficjalat Lwów, s. 108.",rus,Bóbrka,Lwów,Lwów,Kijów-Wilno,,świątynia główna
5 046,Hanaczówka,,"Hanaczówka Górna, Chanaczów Górny, Chanaczów Szlachetny",wieś,dr,s,,Mikołaj Bp,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 172 (Hanaczówka Górna, d); Duh, Pawlyszyn, Spis parafii 1782 r.; Skoczylas, Oficjalat Lwów, s. 108.",rus,Bóbrka,Lwów,Lwów,Kijów-Wilno,,świątynia główna
5 009,Podsosnów,,,wieś,dr,s,,Spotkanie Pańskie,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 172.",rus,Bóbrka,Lwów,Lwów,Kijów-Wilno,,świątynia główna
5 011,Podjarków,,,wieś,dr,s,,Przeniesienie Relikwi Romana i Dawida MM,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 172; Skoczylas, Niedatowanyj rejestr, s. 546; Duh, Pawlyszyn, Spis parafii 1782 r. (Roman i Dawid MM); Skoczylas, Oficjalat Lwów, s. 110.",rus,Bóbrka,Lwów,Lwów,Kijów-Wilno,,świątynia główna
5 061,Mikołajów,,,miasto,dr,s,,OpNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 172 (wieś); Duh, Pawlyszyn, Spis parafii 1782 r.; Skoczylas, Oficjalat Lwów, s. 109.",rus,Bóbrka,Lwów,Lwów,Kijów-Wilno,,świątynia główna
2 997,Tłumacz,,,miasto,dr,d,,Anna,Kościół katolicki ob. łacińskiego,,"Litak 1996, s. 373.",rus,Halicz,Halicz,Lwów,Lwów,,świątynia główna
4 870,Wodniki,,,wieś,dr,k,,Mikołaj Bp,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 173 (s); Skoczylas, Oficjalat Lwów, s. 111.",rus,Bóbrka,Lwów,Lwów,Kijów-Wilno,,świątynia główna
5 042,Kocurów,,,wieś,dr,s,,Symeon Słupnik,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 172.",rus,Bóbrka,Lwów,Lwów,Kijów-Wilno,,świątynia główna
11 806,Iwańczyce Stare,,,wieś,,,,,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 278.",woł,,,Łuck,Kijów-Wilno,,świątynia główna
23 148,Dobra,,,wieś,dr,s,,,Kościół katolicki ob. greckiego,,"Socjografia, s. 73; SG. XV/ 1, s. 416.",brac,Sokołówka,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
18 364,Pomojnik,,"Pomyjnik, Pomyżnik",wieś,dr,s,,NarNMP,Kościół katolicki ob. greckiego,,"Kołbuk 1998, s. 132; Socjografia, s. 74 (Pomyżnik).",brac,Sokołówka,Kijów,Kijów-Wilno,Kijów-Wilno,,świątynia główna
5 537,Firlejówka,,,wieś,dr,s,,Mikołaj Bp,Kościół katolicki ob. greckiego,,"Budzyński, Struktura, s. 140; Kołbuk 1998, s. 198 (dek. Złoczów, rus); Duh, Pawlyszyn, Spis parafii 1782 r. (dek. Złoczów); Skoczylas, Oficjalat Lwów, s. 106.",beł,Biały Kamień,Lwów,Lwów,Kijów-Wilno,,świątynia główna
