ob_id,name,province,s_province,pl_type,pl_name,pl_name_v,pal_name,diocese,kind,title,comment,source,pl_name_de,category
8 189,Jezuici - Societas Jesu,wielkopolska,,miasto,Kraków,,kr,Kraków,"dom próby, par.","Maciej Mateusz AAp, Szczepan M",,"Catalogus personarum et officiorum Provinciae Poloniae
Maioris Societatis Jesu ex anno 1772 in annum 1773, Posnaniae b.r. Typis
S.R.M. et Reipublicae in coll. Societatis Jesu. Opr.: ZM, s. 235-237; Flaga,
Zakony, s. 106-109; EWJ.",,m
8 191,Kameduli - Congregatio Eremitarum Camaldulensium Montis Coronae,polska,,miasto,Kraków-Bielany,,kr,Kraków,erem,WnNMP,,"ANV, vol. 112, k. 4v-5: Tabella Provinciae Polonae Eremitarum
Camaldulensium Montis Coronae – zapewne z końca 1773 lub
początku 1774 r. Opr.: ZM, s. 240; Flaga, Zakony, s. 110.",,m
8 192,Kanonicy regularni laterańscy - Canonici Regularis Lateranensis,Kongregacja krakowska Bożego Ciała,,miasto,Kraków,,kr,Kraków,"kan, par.",Boże Ciało,,"ZM, s. 244 (tamże, podstawa źródłowa). Opr.: PEK, t. 19,
s. 244-247; ZM, s. 243-244.",,m
8 193,Kanonicy regularni od pokuty (Markowie) - Ordo Canonicorum Regularium Beatorum Martyrum de Poenitentia,polska,,miasto,Kraków,,kr,Kraków,konw,Marek Ap,,"ANV, vol. 112, k. 487-540v: Canonici Regolari sotto il
titolo de Beati Martiri della Penitenza [...]. Opr. ZM, s. 251.",,m
8 194,Kapucyni - Ordo Fratrum Minorum Capucinorum,polska św. Wojciecha i Stanisława BBpMM,,miasto,Kraków,,kr,Kraków,konw,ZwNMP,,"ANV, vol. 129, k. 102-103v: Catalogus conventuum, hospitiorum,
missionum, patrum et fratrum tam clericorum quam laicorum
Ordinis Minorum S. Francisci Capucinorum Provinciae Polonae A.D.
1782 die 20 Aprilis conscriptus. Opr.: Chotkowski, Historia, t. 2, s. 512;
ZM, s. 252-253; Flaga, Zakony, s. 111-112.",,m
8 195,Karmelici bosi - Ordo Fratrum Carmelitarum Discalceatorum Beatae Mariae Virginis de Monte Carmelo,polska św. Ducha,,miasto,Kraków,,kr,Kraków,konw,"Michał A, Józef",,"ANV, vol. 114, k. 285-285v: Tabella Provinciae Polonae
Carmelitarum Discalceatorum sub titulo S. Spiritus – z 7 grudnia 1773 r.
Opr.: ZM, s. 256; Flaga, Zakony, s. 115-116.",,m
8 196,Karmelici bosi - Ordo Fratrum Carmelitarum Discalceatorum Beatae Mariae Virginis de Monte Carmelo,polska św. Ducha,,miasto,Kraków-Wesoła,,kr,Kraków,konw,NPNMP,,"ANV, vol. 114, k. 285-285v: Tabella Provinciae Polonae
Carmelitarum Discalceatorum sub titulo S. Spiritus – z 7 grudnia 1773 r.
Opr.: ZM, s. 256; Flaga, Zakony, s. 115-116.",,m
8 197,Karmelici trzewiczkowi - Ordo Fratrum Beatae Mariae Virginis de Monte Carmelo,małopolska NawNMP,,miasto,Kraków-Piasek,,kr,Kraków,konw,NawNMP,,"ANV, vol. 114, k. 12-12v: Series conventuum ad Provinciam
Minoris Poloniae spectantium post ultimam exdivisionem in A.D.
1766 factam, a qua aliae provinciae in Maiori Polonia, Russia et Lithuania
prodierunt Ordinis Fratrum BMV de Monte Carmelo in anno 1774 [8 stycznia]
tali schemate descripta. Opr.: ZM, s. 259; Flaga, Zakony, s. 120.",,m
8 198,Karmelici trzewiczkowi - Ordo Fratrum Beatae Mariae Virginis de Monte Carmelo,małopolska NawNMP,,miasto,Kraków,,kr,Kraków,konw,Tomasz Ap,,"ANV, vol. 114, k. 12-12v: Series conventuum ad Provinciam
Minoris Poloniae spectantium post ultimam exdivisionem in A.D.
1766 factam, a qua aliae provinciae in Maiori Polonia, Russia et Lithuania
prodierunt Ordinis Fratrum BMV de Monte Carmelo in anno 1774 [8 stycznia]
tali schemate descripta. Opr.: ZM, s. 259; Flaga, Zakony, s. 120.",,m
8 199,Misjonarze - Congregatio Sacerdotum Saecularium Missionis,polska,,miasto,Kraków-Wawel,,kr,Kraków,semin. diec.,"Wacław Kr, Stanisław Bp",semin. diec. (przy katedrze),"ANV, vol. 142, k. 134, 1761 r. (Oświej); vol. 122, k. 311-
311v: Tabella omnium domorum Congregationis Sacerdotum Missionis
in Regno Poloniae ac provinciis ei annexis aut ab recens avulsis existentium
exhibens ordine alphabetico loca earundem domorum, numerum
personarum eas incolentium ac functiones, quae in illis exerceri solent
– z końca 1773 r. Tamże k. 313: Domus Congregationis Missionis in Polonia
1773. Opr.: ZM, s. 269-270; Flaga, Zakony, s. 126-127; vol. 142,
k. 134, 1761 r. (Oświej).",,m
8 216,Franciszkanie Konwentualni - Ordo Fratrum Minorum Conventualium,polska,kustodia krakowska,miasto,Nowy Sącz,,kr,Kraków,konw,NarNMP,,"ANV, vol. 120, k. 293-296: Status Provinciae Poloniae
et partis Prussiae Ordinis Minorum S.P. Francisci Conventualium – z 31
grudnia 1773 r. Opr.: ZM, s. 220-231; Flaga, Zakony, s. 84-88.",,m
8 200,Misjonarze - Congregatio Sacerdotum Saecularium Missionis,polska,,miasto,Kraków-Stradom,,kr,Kraków,"semin. zewn. i wewn., misje",NPawła Ap,,"ANV, vol. 142, k. 134, 1761 r. (Oświej); vol. 122, k. 311-
311v: Tabella omnium domorum Congregationis Sacerdotum Missionis
in Regno Poloniae ac provinciis ei annexis aut ab recens avulsis existentium
exhibens ordine alphabetico loca earundem domorum, numerum
personarum eas incolentium ac functiones, quae in illis exerceri solent
– z końca 1773 r. Tamże k. 313: Domus Congregationis Missionis in Polonia
1773. Opr.: ZM, s. 269-270; Flaga, Zakony, s. 126-127; vol. 142,
k. 134, 1761 r. (Oświej).",,m
8 201,Paulini - Ordo Fratrum Sancti Pauli Primi Eremitae,polska,,miasto,Kraków-Kazimierz,,kr,Kraków,"par., konw","Stanisław Bp, Michał A",,"ANV, vol. 122, k. 331-332; Summarium conventuum
Ordinis Monachorum Sancti Pauli Primi Eremitae in Provincia Polona
existentium cum titulis ecclesiarum, cura animarum, dioecesi, palatinatu,
terra, districtu, oppido, villa, distantia, numero sacerdotum, clericorum,
concionatorum, professorum, confessariorum, capellanorum concriptum
A.D. 1773 diebus Decembris. Opr.: ZM, s. 272-273; Flaga, Zakony,
s. 128-129.",,m
8 202,Pijarzy - Ordo Clericorum Regularium Pauperum Matris Dei Scholarum Piarum; Ordo Scholarum Piarum,polska,,miasto,Kraków,,kr,Kraków,koleg.,PPańskie,,"ANV, vol. 124, k. 2-4: Elenchus collegiorum ac religiosorum
Scholarum Piarum Provinciae Polonae – z 6 października 1773 r.
Opr.: ZM, s. 276-277; Flaga, Zakony, s. 131-133.",,m
8 203,Reformaci - Ordo Fratrum Minorum Strictioris Observantiae Reformatorum,małopolska NMPA,,miasto,Kraków,,kr,Kraków,konw,Kazimierz Królewicz,,"ANV, vol. 122, k. 18v, 25-25v: Provincia Minoris Poloniae
patrum [et] fratrum Ordinis Minorum S. P. Francisci Strictioris Observantiae
Reformatorum sub titulo Sanctissimae V. Mariae Angelorum – z listopada
1773 r. Opr.: ZM, s. 280-281; Flaga, Zakony, s. 135-137.",,m
8 204,Trynitarze - Ordo Sanctissimae Trinitatis de Redemptione Captivorum,polska św. Joachima,,miasto,Kraków-Kazimierz,,kr,Kraków,rez,Św. Trójca,,"ANV, vol. 124, k. 377: Series domorum in Provincia
s. Joachim
Ordinis Sanctissimae Trinitatis de Redemptione Captivorum
sub dominio Reipublicae Polonae existentium cum numero personarum,
earum officiis, functionibus ad stylum S. Nunciaturae Varsaviensis praescriptum
fideliter descripta mense Januario 1774. Opr.: J. A. Wadowski,
Kościoły lubelskie. Wydanie drugie. Reprint. Norbertinum, Lublin
2004, s. 37, 96 (Lublin – Trynitarze); ZM, s. 286-287; Flaga, Zakony,
s. 145‑147.",,m
8 206,Dominikanie - Ordo Predicatorum,polska,,miasto,Żmigród Nowy,,kr,Kraków,konw,WnNMP,,"ANV, vol. 123, k. 195-195v: Tabella varias in columnas
distributa in qua omnia et singula coenobia Provinciae Poloniae Ordinis
Praedicatorum recensentur, dioeceses, palatinatus, districtus, terrestres,
in quibus sunt, adnotantur eorumque religiosae personae, sacerdotes praesertim
cum suis muniis, respective indicantur – zapewne z końca 1773
lub początku 1774 r. Opr.: ZM, s. 209-210; Flaga, Zakony, s. 74-75.",,m
8 209,Augustianie Eremici - Ordo Eremitarum Santi Augustini,polska,,miasto,Książ Wielki,,kr,Kraków,konw,Św. Duch,,"Źródła i opr. do wszystkich zakonów w Rzeczypospolitej i na Śląsku:
ZM; Janicka-Olczakowa, Zakony żeńskie; Flaga, Zakony; Marecki,
Zakony. ANV, vol. 107, k. 38: Tabula Provinciae Polonae Ordinis Eremitarum Sancti Patris Augustini, oraz tamże, k. 39-46 (bez tytułu wykaz konwentów augustiańskich w ramach diecezji z listami imiennymi zakonników. Opr. ZM, s. 186-188; Flaga, Zakony, s. 45-47.",,m
8 210,Franciszkanie Konwentualni - Ordo Fratrum Minorum Conventualium,polska,kustodia krakowska,miasto,Lelów,,kr,Kraków,konw,Franciszek z Asyżu,,"ANV, vol. 120, k. 293-296: Status Provinciae Poloniae
et partis Prussiae Ordinis Minorum S.P. Francisci Conventualium – z 31
grudnia 1773 r. Opr.: ZM, s. 220-231; Flaga, Zakony, s. 84-88.",,m
8 212,Bożogrobcy - Congregatio Canonicorum Regularium Custodum S. Sepulchri Domini Hierosolymitani (Miechoviensis),Kongregacja miechowska,,miasto,Miechów,,kr,Kraków,"konwent generalny, par.","Grób P., ZmChrystusa",,"ANV, vol. 113, k. 2v-3v: Tabella status hodierni Congregationis
Canonicorum Regularium Dominici Sepulchri A.D. 1774 descripta;
ponadto tamże, k. 6-22: Acta capituli generalis Ordinis Canonicorum Regularium
Custodum Sanctissimi Sepulchri Christi Domini Hierosolymitani.
A.D. 1774 die 26 et sequentibus mensis Septembris in conventu Generali
Miechoviensi celebrati, gdzie na k. 19-22: Specificatio una cum ordinatione
personarum ordinis. Opr.: ZM, s. 201-203; Flaga, Zakony, s. 63-65.",,m
8 215,Cystersi - Sacer Ordo Cisterciensis,polska,,wieś,Mogiła,,kr,Kraków,op,"WnNMP, Wacław Kr",,"Directorium Divini Officii iuxta rubricas generales Breviarii
et Missalis Sacri Ordinis Cisterciensis Provinciae Polonae [...] ad
annum MDCCLXXIV editum. Gedani typis Jo. Em. Fr. Mülleri (in 16o).
Egzemplarz w ANV, vol. 116, k. 6-6v, 67 i n., k. 90-97, 102-109v. Ponadto
tamże, k. 2-4 rkps: Monasteria Congregationis Polono-Cisterciensis
ordine alphabetico descripta A.D. 1774. Opr.: ZM, s. 204-205; Flaga, Zakony,
s. 66-70; Nowacki, II, s. 475 (Kalawa).",,m
14 985,Teatyni - Ordo Clericorum Regularium vulgo Theatinorum,Domy w Polsce,,miasto,Warszawa,,maz,Poznań,koleg.,Kajetan W,,"ANV, vol. 122, k. 3-12v: Tabula patrum religiosorum Regni
Poloniae et Magni Ducatus Lithuaniae – zapewne z 1776 r. Opr.: ZM,
s. 285.",,m
8 217,Pijarzy - Ordo Clericorum Regularium Pauperum Matris Dei Scholarum Piarum; Ordo Scholarum Piarum,polska,,miasto,Nowy Sącz,,kr,Kraków,rez,Józef Kalasanty,,"ANV, vol. 124, k. 2-4: Elenchus collegiorum ac religiosorum
Scholarum Piarum Provinciae Polonae – z 6 października 1773 r.
Opr.: ZM, s. 276-277; Flaga, Zakony, s. 131-133.",,m
8 219,Augustianie Eremici - Ordo Eremitarum Santi Augustini,polska,,miasto,Olkusz,,kr,Kraków,konw,WnNMP,,"Źródła i opr. do wszystkich zakonów w Rzeczypospolitej i na Śląsku:
ZM; Janicka-Olczakowa, Zakony żeńskie; Flaga, Zakony; Marecki,
Zakony. ANV, vol. 107, k. 38: Tabula Provinciae Polonae Ordinis Eremitarum Sancti Patris Augustini, oraz tamże, k. 39-46 (bez tytułu wykaz konwentów augustiańskich w ramach diecezji z listami imiennymi zakonników. Opr. ZM, s. 186-188; Flaga, Zakony, s. 45-47.",,m
8 221,Dominikanie - Ordo Predicatorum,polska,,miasto,Oświęcim,,kr,Kraków,konw,Św. Krzyż,,"ANV, vol. 123, k. 195-195v: Tabella varias in columnas
distributa in qua omnia et singula coenobia Provinciae Poloniae Ordinis
Praedicatorum recensentur, dioeceses, palatinatus, districtus, terrestres,
in quibus sunt, adnotantur eorumque religiosae personae, sacerdotes praesertim
cum suis muniis, respective indicantur – zapewne z końca 1773
lub początku 1774 r. Opr.: ZM, s. 209-210; Flaga, Zakony, s. 74-75.",,m
8 222,Kanonicy regularni od pokuty (Markowie) - Ordo Canonicorum Regularium Beatorum Martyrum de Poenitentia,polska,,miasto,Pilica,,kr,Kraków,konw,Walenty M,,"ANV, vol. 112, k. 487-540v: Canonici Regolari sotto il
titolo de Beati Martiri della Penitenza [...]. Opr. ZM, s. 251.",,m
8 223,Reformaci - Ordo Fratrum Minorum Strictioris Observantiae Reformatorum,małopolska NMPA,,miasto,Pilica,,kr,Kraków,konw,Imię Jezus,,"ANV, vol. 122, k. 18v, 25-25v: Provincia Minoris Poloniae
patrum [et] fratrum Ordinis Minorum S. P. Francisci Strictioris Observantiae
Reformatorum sub titulo Sanctissimae V. Mariae Angelorum – z listopada
1773 r. Opr.: ZM, s. 280-281; Flaga, Zakony, s. 135-137.",,m
8 224,Franciszkanie obserwanci (Bernardyni) - Ordo Fratrum Minorum de Observantia,małopolska NMP,,miasto,Przyrów,,kr,Kraków,konw,Anna,,"ANV, vol. 121, k. 230-230v: Provincia [...] Minoris Poloniae
[...] Ordinis Minorum Regularis Observantiae S. P. Francisci [...]
sub titulo et sigillo Sanctae Mariae Virginis, prout de facto reperitur in
numero et statu conventuum ac religiosorum in hac Tabella A. D. 1773 die
30 Novembris describitur. Opr.: ZM, s. 192; Flaga, Zakony, s. 53.",,m
8 225,Franciszkanie Konwentualni - Ordo Fratrum Minorum Conventualium,polska,kustodia krakowska,miasto,Stary Sącz,,kr,Kraków,konw,Stanisław Bp,,"ANV, vol. 120, k. 293-296: Status Provinciae Poloniae
et partis Prussiae Ordinis Minorum S.P. Francisci Conventualium – z 31
grudnia 1773 r. Opr.: ZM, s. 220-231; Flaga, Zakony, s. 84-88.",,m
8 227,Cystersi - Sacer Ordo Cisterciensis,polska,,wieś,Szczyrzyc,,kr,Kraków,op,Stanisław Bp,,"Directorium Divini Officii iuxta rubricas generales Breviarii
et Missalis Sacri Ordinis Cisterciensis Provinciae Polonae [...] ad
annum MDCCLXXIV editum. Gedani typis Jo. Em. Fr. Mülleri (in 16o).
Egzemplarz w ANV, vol. 116, k. 6-6v, 67 i n., k. 90-97, 102-109v. Ponadto
tamże, k. 2-4 rkps: Monasteria Congregationis Polono-Cisterciensis
ordine alphabetico descripta A.D. 1774. Opr.: ZM, s. 204-205; Flaga, Zakony,
s. 66-70; Nowacki, II, s. 475 (Kalawa).",,m
8 228,Kanonicy regularni od pokuty (Markowie) - Ordo Canonicorum Regularium Beatorum Martyrum de Poenitentia,polska,,wieś,Trzciana,,kr,Kraków,"konw, par.",Małgorzata PM,,"ANV, vol. 112, k. 487-540v: Canonici Regolari sotto il
titolo de Beati Martiri della Penitenza [...]. Opr. ZM, s. 251.",,m
8 229,Benedyktyni - Ordo Sancti Benedicti,Kongregacja polska Św. Krzyża,,wieś,Tyniec,,kr,Kraków,op,Piotr i Paweł AAp,,"ANV, vol. 111, k. 2-3v: Status monasteriorum Ordinis
S. Patris Benedicti in Regno Poloniae et Magno Ducatu Lithuaniae A.D.
1774 (z września); ANV, vol. 136: Designatio monasteriorum et cleri regularis
in dioecesi Vratislaviensi ditionis Regio-Borussicae – z września
1774 r. Opr.: Nowacki, II, s. 412 (Dalewo), s. 528 (Chojnata), s. 352, 413
(Gostyń Stary), s. 432 (Górka Duchowna), s. 353 (Jeziorka), s. 414 (Kiszewo),
s. 412, 756 (Lubin), 352 (Przybyszew); ZM, s. 189-190; Flaga,
Zakony, s. 48-49.",,m
8 230,Bożogrobcy - Congregatio Canonicorum Regularium Custodum S. Sepulchri Domini Hierosolymitani (Miechoviensis),małopolska,,wieś,Uniejów,,kr,Kraków,par.,Wit M,,"ANV, vol. 113, k. 2v-3v: Tabella status hodierni Congregationis
Canonicorum Regularium Dominici Sepulchri A.D. 1774 descripta;
ponadto tamże, k. 6-22: Acta capituli generalis Ordinis Canonicorum Regularium
Custodum Sanctissimi Sepulchri Christi Domini Hierosolymitani.
A.D. 1774 die 26 et sequentibus mensis Septembris in conventu Generali
Miechoviensi celebrati, gdzie na k. 19-22: Specificatio una cum ordinatione
personarum ordinis. Opr.: ZM, s. 201-203; Flaga, Zakony, s. 63-65.",,m
8 231,Reformaci - Ordo Fratrum Minorum Strictioris Observantiae Reformatorum,małopolska NMPA,,miasto,Wieliczka,,kr,Kraków,konw,Franciszek z Asyżusyżu,,"ANV, vol. 122, k. 18v, 25-25v: Provincia Minoris Poloniae
patrum [et] fratrum Ordinis Minorum S. P. Francisci Strictioris Observantiae
Reformatorum sub titulo Sanctissimae V. Mariae Angelorum – z listopada
1773 r. Opr.: ZM, s. 280-281; Flaga, Zakony, s. 135-137.",,m
8 232,Karmelici bosi - Ordo Fratrum Carmelitarum Discalceatorum Beatae Mariae Virginis de Monte Carmelo,polska św. Ducha,,miasto,Wiśnicz Nowy,,kr,Kraków,konw,Zbawiciel,,"ANV, vol. 114, k. 285-285v: Tabella Provinciae Polonae
Carmelitarum Discalceatorum sub titulo S. Spiritus – z 7 grudnia 1773 r.
Opr.: ZM, s. 256; Flaga, Zakony, s. 115-116.",,m
8 234,Bożogrobcy - Congregatio Canonicorum Regularium Custodum S. Sepulchri Domini Hierosolymitani (Miechoviensis),małopolska,,wieś,Wrocieryż,,kr,Kraków,par.,Marcin Bp,,"ANV, vol. 113, k. 2v-3v: Tabella status hodierni Congregationis
Canonicorum Regularium Dominici Sepulchri A.D. 1774 descripta;
ponadto tamże, k. 6-22: Acta capituli generalis Ordinis Canonicorum Regularium
Custodum Sanctissimi Sepulchri Christi Domini Hierosolymitani.
A.D. 1774 die 26 et sequentibus mensis Septembris in conventu Generali
Miechoviensi celebrati, gdzie na k. 19-22: Specificatio una cum ordinatione
personarum ordinis. Opr.: ZM, s. 201-203; Flaga, Zakony, s. 63-65.",,m
8 235,Bożogrobcy - Congregatio Canonicorum Regularium Custodum S. Sepulchri Domini Hierosolymitani (Miechoviensis),małopolska,,wieś,Wrocimowice,,kr,Kraków,"prep, par.",Andrzej Ap,,"ANV, vol. 113, k. 2v-3v: Tabella status hodierni Congregationis
Canonicorum Regularium Dominici Sepulchri A.D. 1774 descripta;
ponadto tamże, k. 6-22: Acta capituli generalis Ordinis Canonicorum Regularium
Custodum Sanctissimi Sepulchri Christi Domini Hierosolymitani.
A.D. 1774 die 26 et sequentibus mensis Septembris in conventu Generali
Miechoviensi celebrati, gdzie na k. 19-22: Specificatio una cum ordinatione
personarum ordinis. Opr.: ZM, s. 201-203; Flaga, Zakony, s. 63-65.",,m
8 236,Reformaci - Ordo Fratrum Minorum Strictioris Observantiae Reformatorum,małopolska NMPA,,miasto,Zakliczyn,,kr,Kraków,konw,NMPA,,"ANV, vol. 122, k. 18v, 25-25v: Provincia Minoris Poloniae
patrum [et] fratrum Ordinis Minorum S. P. Francisci Strictioris Observantiae
Reformatorum sub titulo Sanctissimae V. Mariae Angelorum – z listopada
1773 r. Opr.: ZM, s. 280-281; Flaga, Zakony, s. 135-137.",,m
8 237,Bonifratrzy - Ordo Sancti Joannis de Deo,Prowincja polska ZwNMP,,wieś,Zebrzydowice,,kr,Kraków,konw,Florian M,,"ANV, vol. 120, k. 1-2: Specificatio conventuum Provinciae
Polonae et Magni Ducatus Lithuaniae sub titulo Sanctissimae Annuntiatae
Ordinis Sancti Joannis de Deo – zapewne z końca 1773 lub początku
1774 r. Opr.: ZM, 199.",,m
8 238,Jezuici - Societas Jesu,wielkopolska,,miasto,Jordanów,,kr,Kraków,misja,,,"Catalogus personarum et officiorum Provinciae Poloniae
Maioris Societatis Jesu ex anno 1772 in annum 1773, Posnaniae b.r. Typis
S.R.M. et Reipublicae in coll. Societatis Jesu. Opr.: ZM, s. 235-237; Flaga,
Zakony, s. 106-109; EWJ.",,m
8 239,Franciszkanie obserwanci (Bernardyni) - Ordo Fratrum Minorum de Observantia,małopolska NMP,,miasto,Kalwaria Zebrzydowska,,kr,Kraków,konw,NMPA,,"ANV, vol. 121, k. 230-230v: Provincia [...] Minoris Poloniae
[...] Ordinis Minorum Regularis Observantiae S. P. Francisci [...]
sub titulo et sigillo Sanctae Mariae Virginis, prout de facto reperitur in
numero et statu conventuum ac religiosorum in hac Tabella A. D. 1773 die
30 Novembris describitur. Opr.: ZM, s. 192; Flaga, Zakony, s. 53.",,m
8 241,Paulini - Ordo Fratrum Sancti Pauli Primi Eremitae,polska,,wieś,Leśniów,,kr,Kraków,"filia, konw",NawNMP,par. Żarki,"ANV, vol. 122, k. 331-332; Summarium conventuum
Ordinis Monachorum Sancti Pauli Primi Eremitae in Provincia Polona
existentium cum titulis ecclesiarum, cura animarum, dioecesi, palatinatu,
terra, districtu, oppido, villa, distantia, numero sacerdotum, clericorum,
concionatorum, professorum, confessariorum, capellanorum concriptum
A.D. 1773 diebus Decembris. Opr.: ZM, s. 272-273; Flaga, Zakony,
s. 128-129.",,m
8 242,Bożogrobcy - Congregatio Canonicorum Regularium Custodum S. Sepulchri Domini Hierosolymitani (Miechoviensis),małopolska,,miasto,Żarnowiec,,kr,Kraków,kłs. (filia),Św. Krzyż,par. Żarnowiec,"ANV, vol. 113, k. 2v-3v: Tabella status hodierni Congregationis
Canonicorum Regularium Dominici Sepulchri A.D. 1774 descripta;
ponadto tamże, k. 6-22: Acta capituli generalis Ordinis Canonicorum Regularium
Custodum Sanctissimi Sepulchri Christi Domini Hierosolymitani.
A.D. 1774 die 26 et sequentibus mensis Septembris in conventu Generali
Miechoviensi celebrati, gdzie na k. 19-22: Specificatio una cum ordinatione
personarum ordinis. Opr.: ZM, s. 201-203; Flaga, Zakony, s. 63-65.",,m
8 243,Kanonicy regularni laterańscy - Canonici Regularis Lateranensis,Kongregacja trzemeszeńska,,miasto,Mstów,,sier,Gniezno,"konw, par.",WnNMP,,"ZM, s. 245-247 (tamże, podstawa źródłowa).",,m
8 245,Franciszkanie obserwanci (Bernardyni) - Ordo Fratrum Minorum de Observantia,małopolska NMP,,wieś,Alwernia,,kr,Kraków,konw,Stygmaty Franciszka z A,,"ANV, vol. 121, k. 230-230v: Provincia [...] Minoris Poloniae
[...] Ordinis Minorum Regularis Observantiae S. P. Francisci [...]
sub titulo et sigillo Sanctae Mariae Virginis, prout de facto reperitur in
numero et statu conventuum ac religiosorum in hac Tabella A. D. 1773 die
30 Novembris describitur. Opr.: ZM, s. 192; Flaga, Zakony, s. 53.",,m
8 246,Jezuici - Societas Jesu,wielkopolska,,miasto,Biała,Bielsko-Biała,kr,Kraków,misja,OBoża,,"Catalogus personarum et officiorum Provinciae Poloniae
Maioris Societatis Jesu ex anno 1772 in annum 1773, Posnaniae b.r. Typis
S.R.M. et Reipublicae in coll. Societatis Jesu. Opr.: ZM, s. 235-237; Flaga,
Zakony, s. 106-109; EWJ.",,m
8 247,Karmelici bosi - Ordo Fratrum Carmelitarum Discalceatorum Beatae Mariae Virginis de Monte Carmelo,polska św. Ducha,,wieś,Czerna,,kr,Kraków,erem,Eliasz Prorok,,"ANV, vol. 114, k. 285-285v: Tabella Provinciae Polonae
Carmelitarum Discalceatorum sub titulo S. Spiritus – z 7 grudnia 1773 r.
Opr.: ZM, s. 256; Flaga, Zakony, s. 115-116.",,m
8 248,Premonstratensi (Norbertanie) - Ordo Praemonstratensis,Cyrkaria polska,,wieś,Hebdów,,kr,Kraków,op,"WnNMP, Piotr i Paweł AAp",,"N. Backmund, Monasticon Praemonstratense, t. 1, Berlin
1983, s. 398-433. Opr.: ZM, s. 279; Flaga, Zakony, s. 134.",,m
8 249,Misjonarze - Congregatio Sacerdotum Saecularium Missionis,polska,,wieś,Babice,Lipowiec,kr,Kraków,"karcer, par.",Wszyscy Św.,,"ANV, vol. 142, k. 134, 1761 r. (Oświej); vol. 122, k. 311-
311v: Tabella omnium domorum Congregationis Sacerdotum Missionis
in Regno Poloniae ac provinciis ei annexis aut ab recens avulsis existentium
exhibens ordine alphabetico loca earundem domorum, numerum
personarum eas incolentium ac functiones, quae in illis exerceri solent
– z końca 1773 r. Tamże k. 313: Domus Congregationis Missionis in Polonia
1773. Opr.: ZM, s. 269-270; Flaga, Zakony, s. 126-127; vol. 142,
k. 134, 1761 r. (Oświej).",,m
8 968,Paulini - Ordo Fratrum Sancti Pauli Primi Eremitae,polska,,wieś,Beszowa,,san,Kraków,"par., konw",Piotr i Paweł AAp,,"ANV, vol. 122, k. 331-332; Summarium conventuum
Ordinis Monachorum Sancti Pauli Primi Eremitae in Provincia Polona
existentium cum titulis ecclesiarum, cura animarum, dioecesi, palatinatu,
terra, districtu, oppido, villa, distantia, numero sacerdotum, clericorum,
concionatorum, professorum, confessariorum, capellanorum concriptum
A.D. 1773 diebus Decembris. Opr.: ZM, s. 272-273; Flaga, Zakony,
s. 128-129.",,m
8 971,Franciszkanie Konwentualni - Ordo Fratrum Minorum Conventualium,polska,kustodia krakowska,miasto,Chęciny,,san,Gniezno,konw,WnNMP,,"ANV, vol. 120, k. 293-296: Status Provinciae Poloniae
et partis Prussiae Ordinis Minorum S.P. Francisci Conventualium – z 31
grudnia 1773 r. Opr.: ZM, s. 220-231; Flaga, Zakony, s. 84-88.",,m
8 986,Reformaci - Ordo Fratrum Minorum Strictioris Observantiae Reformatorum,małopolska NMPA,,miasto,Pińczów,,san,Kraków,konw,NawNMP,,"ANV, vol. 122, k. 18v, 25-25v: Provincia Minoris Poloniae
patrum [et] fratrum Ordinis Minorum S. P. Francisci Strictioris Observantiae
Reformatorum sub titulo Sanctissimae V. Mariae Angelorum – z listopada
1773 r. Opr.: ZM, s. 280-281; Flaga, Zakony, s. 135-137.",,m
8 972,Misjonarze - Congregatio Sacerdotum Saecularium Missionis,polska,,miasto,Głogów,,san,Kraków,"par., misje",Św. Trójca,,"ANV, vol. 142, k. 134, 1761 r. (Oświej); vol. 122, k. 311-
311v: Tabella omnium domorum Congregationis Sacerdotum Missionis
in Regno Poloniae ac provinciis ei annexis aut ab recens avulsis existentium
exhibens ordine alphabetico loca earundem domorum, numerum
personarum eas incolentium ac functiones, quae in illis exerceri solent
– z końca 1773 r. Tamże k. 313: Domus Congregationis Missionis in Polonia
1773. Opr.: ZM, s. 269-270; Flaga, Zakony, s. 126-127; vol. 142,
k. 134, 1761 r. (Oświej).",,m
8 973,Franciszkanie obserwanci (Bernardyni) - Ordo Fratrum Minorum de Observantia,małopolska NMP,,wieś,Kazanów,,san,Gniezno,konw,ZwNMP,,"ANV, vol. 121, k. 230-230v: Provincia [...] Minoris Poloniae
[...] Ordinis Minorum Regularis Observantiae S. P. Francisci [...]
sub titulo et sigillo Sanctae Mariae Virginis, prout de facto reperitur in
numero et statu conventuum ac religiosorum in hac Tabella A. D. 1773 die
30 Novembris describitur. Opr.: ZM, s. 192; Flaga, Zakony, s. 53.",,m
8 974,Dominikanie - Ordo Predicatorum,polska,,miasto,Klimontów,,san,Kraków,"konw, par.",Józef OblNMP,,"ANV, vol. 123, k. 195-195v: Tabella varias in columnas
distributa in qua omnia et singula coenobia Provinciae Poloniae Ordinis
Praedicatorum recensentur, dioeceses, palatinatus, districtus, terrestres,
in quibus sunt, adnotantur eorumque religiosae personae, sacerdotes praesertim
cum suis muniis, respective indicantur – zapewne z końca 1773
lub początku 1774 r. Opr.: ZM, s. 209-210; Flaga, Zakony, s. 74-75.",,m
