name,table,community,community_code,land,table_title,table_abbr,viv_e,index,poll,year,value,villages_value,near_value
kalusz,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klsz,170,1729,50,,
kalusz,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klsz,170,1732,26,,
kalusz,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klsz,170,1734,25,,
kalusz,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klsz,170,1736,50,,
kalusz,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klsz,170,1737,40,,
kalusz,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klsz,170,1738,50,,
kalusz,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klsz,170,1752,166,,
kalusz,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klsz,170,1753,134,,
kalusz,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klsz,170,1754,135,,
kalusz,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klsz,170,1755,140,,
kalusz,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klsz,170,1757,164,,
kalusz,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klsz,170,1758,164,,
kalusz,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klsz,170,1760,188,,
kalusz,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klsz,170,1761,180,,
kalusz,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klsz,170,1762,170,,
kamieniec_podolski,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kmnc_pdlsk,500,1749,500,,
kasperowce,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ksprwc,70,1741,64,,
kasperowce,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ksprwc,70,1753,60,,
kasperowce,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ksprwc,70,1754,60,,
kasperowce,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ksprwc,70,1755,63,,
kasperowce,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ksprwc,70,1757,63,,
kasperowce,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ksprwc,70,1758,63,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1720,154,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1721,220,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1723,185,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1724,153,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1725,206,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1727,200,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1728,170,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1729,80,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1731,110,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1732,130,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1733,135,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1737,169,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1738,150,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1741,120,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1743,230,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1744,242,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1745,130,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1747,200,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1748,210,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1749,229,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1751,325,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1752,363,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1753,302,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1754,302,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1755,313,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1757,330,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1760,388,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1761,400,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1762,350,,
kitajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ktjgrd,320,1763,320,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1725,150,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1727,100,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1731,77,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1732,50,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1733,50,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1736,50,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1738,75,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1741,40,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1743,40,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1744,50,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1745,40,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1748,84,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1749,90,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1751,72,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1752,80,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1753,81,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1754,81,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1755,63,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1757,60,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1758,60,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1760,78,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1761,78,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1762,80,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1763,70,,
kolendziany,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_klndzny,100,1764,100,,
kopajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpjgrd,340,1720,130,,
kopajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpjgrd,340,1722,305,,
kopajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpjgrd,340,1723,234,,
kopajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpjgrd,340,1724,237,,
kopajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpjgrd,340,1727,273,,
kopajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpjgrd,340,1728,250,,
kopajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpjgrd,340,1729,250,,
kopajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpjgrd,340,1731,165,,
kopajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpjgrd,340,1732,150,,
kopajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpjgrd,340,1733,204,,
kopajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpjgrd,340,1734,180,,
kopajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpjgrd,340,1748,264,,
kopajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpjgrd,340,1751,280,,
kopajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpjgrd,340,1753,335,,
kopajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpjgrd,340,1754,302,,
kopajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpjgrd,340,1755,313,,
kopajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpjgrd,340,1757,293,,
kopajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpjgrd,340,1758,300,,
kopajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpjgrd,340,1760,260,,
kopajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpjgrd,340,1761,204,,
kopajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpjgrd,340,1762,234,,
kopajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpjgrd,340,1763,250,,
kopajgrod,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpjgrd,340,1764,340,,
krolowka,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krlwk,181,1720,196,,
krolowka,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krlwk,181,1721,102,,
krolowka,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krlwk,181,1723,195,,
krolowka,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krlwk,181,1724,288,,
krolowka,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krlwk,181,1725,270,,
krolowka,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krlwk,181,1727,366,,
krolowka,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krlwk,181,1728,291,,
krolowka,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krlwk,181,1729,178,,
krolowka,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krlwk,181,1732,396,,
krolowka,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krlwk,181,1733,380,,
krolowka,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krlwk,181,1734,460,,
krolowka,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krlwk,181,1736,440,,
krolowka,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krlwk,181,1737,364,,
krolowka,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krlwk,181,1738,300,,
krolowka,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krlwk,181,1747,150,,
krolowka,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krlwk,181,1748,100,,
krolowka,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krlwk,181,1749,100,,
krolowka,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krlwk,181,1751,100,,
krolowka,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krlwk,181,1752,155,,
krolowka,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krlwk,181,1753,170,,
krolowka,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krlwk,181,1754,180,,
krolowka,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krlwk,181,1755,166,,
krolowka,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krlwk,181,1764,181,,
krzywcza,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krzywcz,566,1720,324,,
krzywcza,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krzywcz,566,1722,100,,
krzywcza,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krzywcz,566,1725,600,,
krzywcza,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krzywcz,566,1732,676,,
krzywcza,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krzywcz,566,1733,564,,
krzywcza,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krzywcz,566,1737,520,,
krzywcza,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krzywcz,566,1744,335,,
krzywcza,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krzywcz,566,1745,330,,
krzywcza,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krzywcz,566,1746,340,,
krzywcza,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krzywcz,566,1749,370,,
krzywcza,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krzywcz,566,1751,420,,
krzywcza,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krzywcz,566,1752,466,,
krzywcza,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krzywcz,566,1757,450,,
krzywcza,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krzywcz,566,1762,520,,
krzywcza,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_krzywcz,566,1764,566,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1720,196,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1721,390,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1723,224,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1725,250,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1729,40,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1731,176,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1732,208,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1733,180,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1734,220,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1736,250,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1741,220,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1743,288,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1744,256,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1745,300,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1746,272,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1747,352,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1748,284,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1752,259,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1757,250,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1758,259,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1760,304,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1761,288,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1762,250,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1763,210,,
kudryniec,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kdrync,210,1764,210,,
kupin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpn,254,1723,159,,
kupin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpn,254,1724,150,,
kupin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpn,254,1727,246,,
kupin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpn,254,1728,246,,
kupin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpn,254,1729,150,,
kupin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpn,254,1732,310,,
kupin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpn,254,1733,249,,
kupin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpn,254,1734,300,,
kupin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpn,254,1736,80,,
kupin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpn,254,1737,302,,
kupin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpn,254,1741,310,,
kupin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpn,254,1745,450,,
kupin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpn,254,1746,520,,
kupin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpn,254,1747,284,,
kupin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpn,254,1748,484,,
kupin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpn,254,1749,480,,
kupin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpn,254,1751,460,,
kupin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpn,254,1752,478,,
kupin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kpn,254,1755,254,,
kuzmin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kzmn,280,1727,100,,
kuzmin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kzmn,280,1728,100,,
kuzmin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kzmn,280,1747,230,,
kuzmin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kzmn,280,1753,224,,
kuzmin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kzmn,280,1754,228,,
kuzmin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kzmn,280,1755,235,,
kuzmin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kzmn,280,1757,236,,
kuzmin,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_kzmn,280,1764,280,,
lanckorona,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_lnckrn,560,1747,400,,
lanckorona,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_lnckrn,560,1748,200,,
lanckorona,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_lnckrn,560,1752,288,,
lanckorona,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_lnckrn,560,1753,381,,
lanckorona,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_lnckrn,560,1754,381,,
lanckorona,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_lnckrn,560,1755,375,,
lanckorona,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_lnckrn,560,1762,460,,
lanckorona,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_lnckrn,560,1763,450,,
lanckorona,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_lnckrn,560,1764,560,,
latyczew,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ltyczw,400,1720,200,,
latyczew,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ltyczw,400,1722,310,,
latyczew,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ltyczw,400,1725,100,,
latyczew,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ltyczw,400,1751,500,,
latyczew,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ltyczw,400,1754,529,,
latyczew,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ltyczw,400,1755,548,,
latyczew,1000,podolia,pdl,Podolia,Podolia Voivodeships of Podolia and Bracław,podolia,pod,pod_ltyczw,400,1758,560,,
