table,index,year,value,geometry,potential,villages_value,near_value,name,voivodeship,land,community,community_code,table_abbr
1203,lww_blchw,1731,1250,2655923.8407269|6283955.64929344,300,0,0,bolechow,lww,Rus,rus,rs,rus_lwow
1203,lww_blchw,1732,650,2655923.8407269|6283955.64929344,300,0,0,bolechow,lww,Rus,rus,rs,rus_lwow
1203,lww_blchw,1733,1313,2655923.8407269|6283955.64929344,300,0,0,bolechow,lww,Rus,rus,rs,rus_lwow
1203,lww_blchw,1734,1313,2655923.8407269|6283955.64929344,300,0,0,bolechow,lww,Rus,rus,rs,rus_lwow
1203,lww_blchw,1736,1313,2655923.8407269|6283955.64929344,300,0,0,bolechow,lww,Rus,rus,rs,rus_lwow
1203,lww_blchw,1737,1313,2655923.8407269|6283955.64929344,300,0,0,bolechow,lww,Rus,rus,rs,rus_lwow
1203,lww_blchw,1738,1513,2655923.8407269|6283955.64929344,300,0,0,bolechow,lww,Rus,rus,rs,rus_lwow
1203,lww_blchw,1739,1513,2655923.8407269|6283955.64929344,300,0,0,bolechow,lww,Rus,rus,rs,rus_lwow
1203,lww_blchw,1741,1850,2655923.8407269|6283955.64929344,300,0,0,bolechow,lww,Rus,rus,rs,rus_lwow
1203,lww_blchw,1742,324,2655923.8407269|6283955.64929344,300,0,0,bolechow,lww,Rus,rus,rs,rus_lwow
1203,lww_blchw,1747,1890,2655923.8407269|6283955.64929344,300,0,0,bolechow,lww,Rus,rus,rs,rus_lwow
1203,lww_blchw,1748,1890,2655923.8407269|6283955.64929344,300,0,0,bolechow,lww,Rus,rus,rs,rus_lwow
1203,lww_blchw,1749,468,2655923.8407269|6283955.64929344,300,0,0,bolechow,lww,Rus,rus,rs,rus_lwow
1203,lww_blchw,1752,1980,2655923.8407269|6283955.64929344,300,0,0,bolechow,lww,Rus,rus,rs,rus_lwow
1203,lww_blchw,1753,1000,2655923.8407269|6283955.64929344,300,0,0,bolechow,lww,Rus,rus,rs,rus_lwow
1203,lww_blchw,1754,498,2655923.8407269|6283955.64929344,300,0,0,bolechow,lww,Rus,rus,rs,rus_lwow
1203,lww_blchw,1757,2680,2655923.8407269|6283955.64929344,300,0,0,bolechow,lww,Rus,rus,rs,rus_lwow
1203,lww_blchw,1758,2680,2655923.8407269|6283955.64929344,300,0,0,bolechow,lww,Rus,rus,rs,rus_lwow
1203,lww_blchw,1760,2000,2655923.8407269|6283955.64929344,300,0,0,bolechow,lww,Rus,rus,rs,rus_lwow
1203,lww_blchw,1761,2100,2655923.8407269|6283955.64929344,300,0,0,bolechow,lww,Rus,rus,rs,rus_lwow
1203,lww_blchw,1764,300,2655923.8407269|6283955.64929344,300,0,0,bolechow,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1717,344,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1718,344,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1719,798,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1720,402,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1721,190,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1722,760,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1725,800,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1726,822,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1727,300,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1728,924,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1729,624,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1731,800,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1732,800,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1733,808,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1734,808,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1735,808,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1736,700,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1737,808,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1738,450,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1739,450,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1741,1080,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1742,900,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1743,900,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1744,900,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1745,900,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1746,900,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1747,900,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1748,900,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1749,870,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1751,431,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1752,437,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1753,1053,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1754,2000,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1757,2080,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1758,2080,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1763,1300,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_dln,1764,1000,2672821.38556721|6268446.43347341,1000,0,0,dolina,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1719,150,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1720,309,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1721,393,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1722,274,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1723,385,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1724,420,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1725,250,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1727,400,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1728,350,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1731,214,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1732,242,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1733,400,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1736,400,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1737,400,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1739,440,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1741,550,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1747,300,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1748,450,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1751,650,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1752,650,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1753,90,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1757,700,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1758,700,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1761,500,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glnny,1762,600,2730511.83478509|6414637.55414578,600,0,0,gliniany,lww,Rus,rus,rs,rus_lwow
1203,lww_glgry,1721,400,2750056.88687484|6402419.29065322,1100,0,0,gologory,lww,Rus,rus,rs,rus_lwow
1203,lww_glgry,1722,400,2750056.88687484|6402419.29065322,1100,0,0,gologory,lww,Rus,rus,rs,rus_lwow
1203,lww_glgry,1725,162,2750056.88687484|6402419.29065322,1100,0,0,gologory,lww,Rus,rus,rs,rus_lwow
1203,lww_glgry,1726,550,2750056.88687484|6402419.29065322,1100,0,0,gologory,lww,Rus,rus,rs,rus_lwow
1203,lww_glgry,1728,550,2750056.88687484|6402419.29065322,1100,0,0,gologory,lww,Rus,rus,rs,rus_lwow
1203,lww_glgry,1742,500,2750056.88687484|6402419.29065322,1100,0,0,gologory,lww,Rus,rus,rs,rus_lwow
1203,lww_glgry,1761,750,2750056.88687484|6402419.29065322,1100,0,0,gologory,lww,Rus,rus,rs,rus_lwow
1203,lww_glgry,1762,900,2750056.88687484|6402419.29065322,1100,0,0,gologory,lww,Rus,rus,rs,rus_lwow
1203,lww_glgry,1763,1200,2750056.88687484|6402419.29065322,1100,0,0,gologory,lww,Rus,rus,rs,rus_lwow
1203,lww_glgry,1764,1100,2750056.88687484|6402419.29065322,1100,0,0,gologory,lww,Rus,rus,rs,rus_lwow
1203,lww_grdk,1717,430,2956815.81515819|6302486.25418224,1500,0,0,grodek,lww,Rus,rus,rs,rus_lwow
1203,lww_grdk,1718,430,2956815.81515819|6302486.25418224,1500,0,0,grodek,lww,Rus,rus,rs,rus_lwow
1203,lww_grdk,1719,150,2956815.81515819|6302486.25418224,1500,0,0,grodek,lww,Rus,rus,rs,rus_lwow
1203,lww_grdk,1720,327,2956815.81515819|6302486.25418224,1500,0,0,grodek,lww,Rus,rus,rs,rus_lwow
1203,lww_grdk,1721,118,2956815.81515819|6302486.25418224,1500,0,0,grodek,lww,Rus,rus,rs,rus_lwow
1203,lww_grdk,1722,104,2956815.81515819|6302486.25418224,1500,0,0,grodek,lww,Rus,rus,rs,rus_lwow
1203,lww_grdk,1724,528,2956815.81515819|6302486.25418224,1500,0,0,grodek,lww,Rus,rus,rs,rus_lwow
1203,lww_grdk,1725,770,2956815.81515819|6302486.25418224,1500,0,0,grodek,lww,Rus,rus,rs,rus_lwow
1203,lww_grdk,1727,80,2956815.81515819|6302486.25418224,1500,0,0,grodek,lww,Rus,rus,rs,rus_lwow
1203,lww_grdk,1728,78,2956815.81515819|6302486.25418224,1500,0,0,grodek,lww,Rus,rus,rs,rus_lwow
1203,lww_grdk,1731,1100,2956815.81515819|6302486.25418224,1500,0,0,grodek,lww,Rus,rus,rs,rus_lwow
1203,lww_grdk,1734,924,2956815.81515819|6302486.25418224,1500,0,0,grodek,lww,Rus,rus,rs,rus_lwow
1203,lww_grdk,1742,375,2956815.81515819|6302486.25418224,1500,0,0,grodek,lww,Rus,rus,rs,rus_lwow
1203,lww_grdk,1746,418,2956815.81515819|6302486.25418224,1500,0,0,grodek,lww,Rus,rus,rs,rus_lwow
1203,lww_grdk,1749,1050,2956815.81515819|6302486.25418224,1500,0,0,grodek,lww,Rus,rus,rs,rus_lwow
1203,lww_grdk,1751,320,2956815.81515819|6302486.25418224,1500,0,0,grodek,lww,Rus,rus,rs,rus_lwow
1203,lww_grdk,1753,1000,2956815.81515819|6302486.25418224,1500,0,0,grodek,lww,Rus,rus,rs,rus_lwow
1203,lww_grdk,1754,313,2956815.81515819|6302486.25418224,1500,0,0,grodek,lww,Rus,rus,rs,rus_lwow
1203,lww_grdk,1757,1700,2956815.81515819|6302486.25418224,1500,0,0,grodek,lww,Rus,rus,rs,rus_lwow
1203,lww_grdk,1758,1500,2956815.81515819|6302486.25418224,1500,0,0,grodek,lww,Rus,rus,rs,rus_lwow
1203,lww_grdk,1763,2000,2956815.81515819|6302486.25418224,1500,0,0,grodek,lww,Rus,rus,rs,rus_lwow
1203,lww_grdk,1764,1500,2956815.81515819|6302486.25418224,1500,0,0,grodek,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1717,154,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1718,146,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1720,100,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1721,100,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1722,150,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1723,155,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1724,162,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1725,50,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1726,154,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1727,160,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1728,168,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1729,168,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1731,200,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1732,200,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1733,202,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1734,303,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1735,180,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1736,180,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1737,180,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1738,200,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1739,200,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1741,260,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1742,195,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1743,200,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1744,200,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1745,200,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1746,200,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1747,200,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1751,100,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1752,300,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1753,300,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1758,600,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jnw,1764,550,2494586.87884568|6569156.07306283,550,0,0,janow,lww,Rus,rus,rs,rus_lwow
1203,lww_jryczw,1717,516,2704422.40299577|6430712.20459803,1360,0,0,jaryczow,lww,Rus,rus,rs,rus_lwow
1203,lww_jryczw,1718,516,2704422.40299577|6430712.20459803,1360,0,0,jaryczow,lww,Rus,rus,rs,rus_lwow
1203,lww_jryczw,1720,639,2704422.40299577|6430712.20459803,1360,0,0,jaryczow,lww,Rus,rus,rs,rus_lwow
1203,lww_jryczw,1721,774,2704422.40299577|6430712.20459803,1360,0,0,jaryczow,lww,Rus,rus,rs,rus_lwow
1203,lww_jryczw,1722,904,2704422.40299577|6430712.20459803,1360,0,0,jaryczow,lww,Rus,rus,rs,rus_lwow
1203,lww_jryczw,1723,832,2704422.40299577|6430712.20459803,1360,0,0,jaryczow,lww,Rus,rus,rs,rus_lwow
1203,lww_jryczw,1725,900,2704422.40299577|6430712.20459803,1360,0,0,jaryczow,lww,Rus,rus,rs,rus_lwow
1203,lww_jryczw,1728,400,2704422.40299577|6430712.20459803,1360,0,0,jaryczow,lww,Rus,rus,rs,rus_lwow
1203,lww_jryczw,1729,400,2704422.40299577|6430712.20459803,1360,0,0,jaryczow,lww,Rus,rus,rs,rus_lwow
1203,lww_jryczw,1731,650,2704422.40299577|6430712.20459803,1360,0,0,jaryczow,lww,Rus,rus,rs,rus_lwow
1203,lww_jryczw,1732,775,2704422.40299577|6430712.20459803,1360,0,0,jaryczow,lww,Rus,rus,rs,rus_lwow
1203,lww_jryczw,1738,75,2704422.40299577|6430712.20459803,1360,0,0,jaryczow,lww,Rus,rus,rs,rus_lwow
1203,lww_jryczw,1742,1250,2704422.40299577|6430712.20459803,1360,0,0,jaryczow,lww,Rus,rus,rs,rus_lwow
1203,lww_jryczw,1743,1250,2704422.40299577|6430712.20459803,1360,0,0,jaryczow,lww,Rus,rus,rs,rus_lwow
1203,lww_jryczw,1745,780,2704422.40299577|6430712.20459803,1360,0,0,jaryczow,lww,Rus,rus,rs,rus_lwow
1203,lww_jryczw,1752,1200,2704422.40299577|6430712.20459803,1360,0,0,jaryczow,lww,Rus,rus,rs,rus_lwow
1203,lww_jryczw,1754,325,2704422.40299577|6430712.20459803,1360,0,0,jaryczow,lww,Rus,rus,rs,rus_lwow
1203,lww_jryczw,1762,1360,2704422.40299577|6430712.20459803,1360,0,0,jaryczow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1717,150,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1718,612,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1719,2199,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1720,195,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1721,1672,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1722,1500,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1723,618,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1724,2200,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1725,2000,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1726,1014,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1727,2200,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1728,1488,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1729,2250,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1731,2150,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1732,2950,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1733,1970,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1734,1970,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1735,1970,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1736,1950,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1737,1690,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1738,1670,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1739,1300,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1741,400,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1742,1100,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1743,1100,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1744,1100,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1745,1100,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1746,1100,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1747,1100,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1748,1100,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1749,1100,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1751,1210,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1752,1210,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1753,1212,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1754,1563,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1755,1562,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1757,1500,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1760,1060,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_jwrw,1762,2760,2601144.36479527|6434780.49522776,2760,0,0,jaworow,lww,Rus,rus,rs,rus_lwow
1203,lww_kmnk,1734,600,2184518.11157551|6565293.89465571,625,0,0,kamionka,lww,Rus,rus,rs,rus_lwow
1203,lww_kmnk,1736,400,2184518.11157551|6565293.89465571,625,0,0,kamionka,lww,Rus,rus,rs,rus_lwow
1203,lww_kmnk,1739,350,2184518.11157551|6565293.89465571,625,0,0,kamionka,lww,Rus,rus,rs,rus_lwow
1203,lww_kmnk,1741,500,2184518.11157551|6565293.89465571,625,0,0,kamionka,lww,Rus,rus,rs,rus_lwow
1203,lww_kmnk,1742,600,2184518.11157551|6565293.89465571,625,0,0,kamionka,lww,Rus,rus,rs,rus_lwow
1203,lww_kmnk,1743,184,2184518.11157551|6565293.89465571,625,0,0,kamionka,lww,Rus,rus,rs,rus_lwow
1203,lww_kmnk,1744,600,2184518.11157551|6565293.89465571,625,0,0,kamionka,lww,Rus,rus,rs,rus_lwow
1203,lww_kmnk,1751,500,2184518.11157551|6565293.89465571,625,0,0,kamionka,lww,Rus,rus,rs,rus_lwow
1203,lww_kmnk,1752,500,2184518.11157551|6565293.89465571,625,0,0,kamionka,lww,Rus,rus,rs,rus_lwow
1203,lww_kmnk,1753,500,2184518.11157551|6565293.89465571,625,0,0,kamionka,lww,Rus,rus,rs,rus_lwow
1203,lww_kmnk,1754,625,2184518.11157551|6565293.89465571,625,0,0,kamionka,lww,Rus,rus,rs,rus_lwow
1203,lww_knchyncz,1717,215,"[2723103.6798331547, 6339948.56465124]",500,0,0,knichynicze,lww,Rus,rus,rs,rus_lwow
1203,lww_knchyncz,1718,215,"[2723103.6798331547, 6339948.56465124]",500,0,0,knichynicze,lww,Rus,rus,rs,rus_lwow
1203,lww_knchyncz,1720,249,"[2723103.6798331547, 6339948.56465124]",500,0,0,knichynicze,lww,Rus,rus,rs,rus_lwow
1203,lww_knchyncz,1721,618,"[2723103.6798331547, 6339948.56465124]",500,0,0,knichynicze,lww,Rus,rus,rs,rus_lwow
1203,lww_knchyncz,1722,404,"[2723103.6798331547, 6339948.56465124]",500,0,0,knichynicze,lww,Rus,rus,rs,rus_lwow
1203,lww_knchyncz,1723,482,"[2723103.6798331547, 6339948.56465124]",500,0,0,knichynicze,lww,Rus,rus,rs,rus_lwow
